continent,iso_country,iso_region,municipality,iata_code
EU,AT,AT-5,Salzburg,SZG
NA,DO,DO-20,Samana,AZS
NA,DO,DO-20,Samana,EPS
EU,RU,RU-SAM,Samara,KUF
OC,PG,PG-MBA,Samarai Island,SQT
AS,ID,ID-KI,Samarinda,SRI
AS,UZ,UZ-SA,Samarkand,SKD
AF,KE,KE-400,Samburu South,UAS
AS,KP,KP-10,Samjiyŏn,YJS
EU,GR,GR-84,Samos Island,SMI
AS,ID,ID-KT,Sampit-Borneo Island,SMQ
AS,TR,TR-55,Samsun,SSX
AS,TR,TR-55,Samsun,SZF
SA,CO,CO-SAP,San Andrés,ADZ
NA,US,US-TX,San Angelo,SJT
NA,US,US-TX,San Antonio,MDA
NA,US,US-TX,San Antonio,SAT
NA,US,US-TX,San Antonio,SKF
NA,US,US-TX,San Antonio,SSF
AF,GQ,GQ-AN,San Antonio de Palé,NBN
SA,AR,AR-R,San Antonio Oeste,OES
NA,GT,GT-PE,San Benito,FRS
NA,US,US-CA,San Bernardino,SBD
NA,US,US-CA,San Bernardino,SBT
SA,BO,BO-B,San Borja,SRJ
NA,NI,NI-SJ,San Carlos,NCR
NA,US,US-CA,San Carlos,SQL
SA,AR,AR-R,San Carlos de Bariloche,BRC
SA,EC,EC-W,San Cristóbal,SCY
NA,MX,MX-CHP,San Cristobal de las Casas,SZT
NA,US,US-CA,San Diego,MYF
NA,US,US-CA,San Diego,NKX
NA,US,US-CA,San Diego,NZY
NA,US,US-CA,San Diego,SAN
NA,US,US-CA,San Diego,SDM
NA,US,US-CA,San Diego/El Cajon,SEE
SA,VE,VE-U,San Felipe,SNF
SA,CL,CL-VS,San Felipe,SSD
SA,AR,AR-B,San Fernando,FDO
NA,US,US-CA,San Francisco,SFO
NA,BZ,BZ-CY,San Ignacio,CYD
NA,MX,MX-BCS,San Ignacio,SGM
NA,BZ,BZ-CY,San Ignacio,SQS
SA,BO,BO-B,San Ignacio de Moxos,SNM
SA,BO,BO-S,San Ignacio de Velasco,SNG
EU,ES,ES-MU,San Javier,MJV
SA,BO,BO-S,San Javier,SJV
SA,BO,BO-B,San Joaquín,SJB
AS,PH,PH-ANT,San Jose,EUQ
NA,US,US-CA,San Jose,RHV
NA,US,US-CA,San Jose,SJC
AS,PH,PH-MDC,San Jose,SJI
NA,CR,CR-A,San Jose,SJO
NA,CR,CR-SJ,San Jose,SYQ
SA,BO,BO-S,San José de Chiquitos,SJS
NA,MX,MX-BCS,San José del Cabo,SJD
SA,CO,CO-GUV,San José Del Guaviare,SJE
NA,PR,PR-U-A,San Juan,SIG
NA,DO,DO-22,San Juan,SJM
NA,PR,PR-U-A,San Juan,SJU
SA,AR,AR-J,San Juan,UAQ
NA,US,US-AK,San Juan,UGI
SA,PE,PE-ICA,San Juan Aposento,APE
SA,PE,PE-ICA,San Juan de Marcona,SJA
SA,CO,CO-ANT,San Juan De Uraba,SJR
SA,CO,CO-CES,San Juan Del César,SJH
SA,AR,AR-Z,San Julian,ULA
SA,AR,AR-D,San Luis,LUQ
SA,CO,CO-CAS,San Luis De Palenque,SQE
NA,US,US-CA,San Luis Obispo,SBP
NA,MX,MX-SLP,San Luis Potosí,SLP
NA,MX,MX-SON,San Luis Río Colorado,UAC
SA,CO,CO-SUC,San Marcos,SRS
SA,BO,BO-S,San Matías,MQK
SA,AR,AR-T,San Miguel de Tucumán,TUC
NA,CU,CU-02,San Nicolás,QSN
NA,US,US-CA,San Pedro,SPQ
NA,BZ,BZ-CY,San Pedro,SPR
SA,CO,CO-ANT,San Pedro de Urabá,NPU
NA,HN,HN-CR,San Pedro Sula,SAP
SA,AR,AR-M,San Rafael,AFA
NA,US,US-CA,San Rafael,SRF
SA,BO,BO-B,San Ramón / Mamoré,SRD
NA,BS,BS-SR,San Salvador,ZSA
NA,SV,SV-PA,San Salvador (San Luis Talpa),SAL
SA,AR,AR-Y,San Salvador de Jujuy,JUJ
SA,VE,VE-F,San Salvador de Paul,SVV
SA,CO,CO-CAQ,San Vicente Del Caguán,AYG
SA,CO,CO-CAQ,San Vicente Del Caguán,SVI
AS,YE,YE-SN,Sana'a,SAH
AS,ID,ID-MU,Sanana-Seram Island,SQN
NA,CU,CU-07,Sancti Spiritus,USS
SA,GY,GY-UT,Sand Creek,SDC
OC,UM,UM-71,Sand Island,MDY
NA,US,US-AK,Sand Point,SDP
AS,MY,MY-12,Sandakan,SDK
EU,NO,NO-14,Sandane,SDN
EU,GB,GB-SCT,Sanday,NDY
OC,AU,AU-QLD,Sandringham Station,SRM
NA,CA,CA-BC,Sandspit,YZP
OC,AU,AU-WA,Sandstone,NDS
NA,US,US-OH,Sandusky,SKY
NA,CA,CA-ON,Sandy Lake,ZSJ
AS,NP,NP-SE,Sanfebagar,FEB
NA,US,US-ME,Sanford,SFM
AS,ID,ID-KI,Sanggata/Sangkimah,SGQ
AS,ID,ID-NB,Sangir-Simbawa Island,SAE
AS,ID,ID-MU,Sango-Ternate Island,TTE
NA,CA,CA-NU,Sanikiluaq,YSK
EU,DE,DE-SH,Sankt Peter-Ording,PSH
AS,TR,TR-63,Şanlıurfa,GNY
AS,TR,TR-63,Şanlıurfa,SFQ
AS,CN,CN-35,Sanming,SQJ
NA,US,US-CA,Santa Ana,SNA
SA,BO,BO-B,Santa Ana del Yacuma,SBL
OC,SB,SB-MK,Santa Ana Island,NNB
NA,US,US-CA,Santa Barbara,SBA
NA,US,US-CA,Santa Barbara,SZN
SA,VE,VE-E,Santa Bárbara,SBB
AF,MZ,MZ-I,Santa Carolina,NTC
NA,CU,CU-05,Santa Clara,SNU
SA,AR,AR-Z,Santa Cruz,RZA
SA,BO,BO-S,Santa Cruz,SRZ
NA,BZ,BZ-CZL,Santa Cruz,STU
SA,BO,BO-S,Santa Cruz,VVI
EU,PT,PT-20,Santa Cruz da Graciosa,GRW
EU,PT,PT-20,Santa Cruz das Flores,FLW
NA,GT,GT-QC,Santa Cruz del Quiche,AQB
SA,BR,BR-RS,Santa Cruz Do Sul,CSU
OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,SCZ
NA,US,US-NM,Santa Fe,SAF
SA,AR,AR-S,Santa Fe,SFN
SA,BR,BR-AM,Santa Isabel Do Rio Negro,IRZ
SA,BR,BR-RS,Santa Maria,RIA
NA,US,US-CA,Santa Maria,SMX
SA,PE,PE-LIM,Santa María,SMG
SA,CO,CO-MAG,Santa Marta,SMR
NA,US,US-CA,Santa Monica,SMO
NA,US,US-CA,Santa Paula,SZP
SA,EC,EC-O,Santa Rosa,ETR
SA,AR,AR-L,Santa Rosa,RSA
SA,BR,BR-RS,Santa Rosa,SRA
SA,BO,BO-B,Santa Rosa,SRB
NA,US,US-CA,Santa Rosa,STS
NA,HN,HN-CP,Santa Rosa de Copán,SDH
NA,MX,MX-BCS,Santa Rosalia,SRL
SA,CO,CO-VID,Santa Rosalia,SSL
SA,AR,AR-B,Santa Teresita,SST
SA,BR,BR-MT,Santa Terezinha,STZ
SA,BR,BR-RS,Santa Vitória Do Palmar,CTQ
NA,US,US-CA,Santa Ynez,SQA
AS,ID,ID-KI,Santan-Borneo Island,TSX
SA,BR,BR-PA,Santana Do Araguaia,CMP
SA,BR,BR-RS,Santana do Livramento,LVB
SA,CO,CO-HUI,Santana Ramos,SRO
EU,ES,ES-S,Santander,SDR
SA,BR,BR-PA,Santarém,STM
SA,CL,CL-RM,Santiago,SCL
NA,CU,CU-13,Santiago,SCU
NA,DO,DO-25,Santiago,STI
NA,PA,PA-9,Santiago,SYP
SA,CL,CL-RM,Santiago,ULC
EU,ES,ES-GA,Santiago de Compostela,SCQ
SA,EC,EC-S,Santiago de Méndez,MZD
SA,AR,AR-G,Santiago del Estero,SDE
SA,BR,BR-RS,Santo Ângelo,GEL
SA,BR,BR-AM,Santo Antônio Do Içá,IPG
NA,DO,DO-01,Santo Domingo,HEX
NA,DO,DO-01,Santo Domingo,SDQ
SA,VE,VE-S,Santo Domingo,STD
EU,GR,GR-82,Santorini Island,JTR
AS,CN,CN-46,Sanya,SYX
SA,BR,BR-RS,São Borja,QOJ
SA,BR,BR-SP,São Carlos,QSC
SA,BR,BR-MT,São Félix Do Araguaia,SXO
SA,BR,BR-PA,São Félix Do Xingu,SXX
AF,CV,CV-S,São Filipe,SFL
SA,BR,BR-AM,São Gabriel Da Cachoeira,SJL
SA,BR,BR-MG,São João Del Rei,JDR
SA,BR,BR-SP,São José Do Rio Preto,SJP
SA,BR,BR-SP,São José Dos Campos,SJK
SA,BR,BR-MG,São Lourenço,SSO
SA,BR,BR-RS,São Lourenço Do Sul,SQY
SA,BR,BR-MA,São Luís,SLZ
SA,BR,BR-ES,São Mateus,SBJ
SA,BR,BR-GO,São Miguel Do Araguaia,SQM
SA,BR,BR-SC,São Miguel Do Oeste,SQX
SA,BR,BR-SP,São Paulo,CGH
SA,BR,BR-SP,São Paulo,GRU
SA,BR,BR-AM,São Paulo De Olivença,OLC
AF,CV,CV-B,São Pedro,VXE
AF,ST,ST-S,São Tomé,TMS
SA,BR,BR-MT,Sapezal,AZL
AS,IL,IL-D,Sapir,EIY
OC,PG,PG-MPL,Sapmanga,SMH
AS,JP,JP-01,Sapporo,OKD
OC,FJ,FJ-N,"Saqani, Cakaudrove",AQS
EU,BA,BA-BIH,Sarajevo,SJJ
AS,IR,IR-30,Sarakhs,CKT
NA,US,US-NY,Saranac Lake,SLK
EU,RU,RU-MO,Saransk,SKX
NA,US,US-FL,Sarasota/Bradenton,SRQ
EU,RU,RU-SAR,Saratov,RTW
AS,LA,LA-SL,Saravane,VNA
SA,CO,CO-ARA,Saravena,RVE
AS,AF,AF-GHA,Sardeh Band,SBF
AS,PK,PK-PB,Sargodha,SGI
AF,TD,TD-MC,Sarh,SRH
AS,IR,IR-21,Sari,SRY
EU,HU,HU-ZA,Sármellék,SOB
AS,ID,ID-PA,Sarmi-Papua Island,ZRM
SA,AR,AR-U,Sarmiento,OLN
NA,CA,CA-ON,Sarnia,YZR
NA,BZ,BZ-CZL,Sartaneja,SJX
EU,IT,IT-42,Sarzana (SP),QLP
OC,PG,PG-WPD,Sasereme,TDS
NA,CA,CA-SK,Saskatoon,YXE
EU,RU,RU-SA,Saskylakh,SYS
AF,CI,CI-09,Sassandra,ZSS
AF,LR,LR-GK,Sasstown,SAZ
AS,ID,ID-NT,Satar Tacik-Flores Island,RTG
SA,PE,PE-JUN,Satipo,SFK
EU,RO,RO-SM,Satu Mare,SUJ
NA,CA,CA-BC,Saturna Island,YAJ
OC,PG,PG-MPL,Satwag,SWG
EU,IS,IS-5,Sauðárkrókur,SAK
SA,GF,GF-SL,Saúl,XAU
NA,US,US-MI,Sault Ste Marie,CIU
NA,CA,CA-ON,Sault Ste Marie,YAM
AS,ID,ID-MA,Saumlaki-Yamdena Island,SXK
OC,PG,PG-WBK,Sauren,SXW
AF,AO,AO-LSU,Saurimo,VHC
NA,US,US-GA,Savannah,SAV
NA,US,US-GA,Savannah,SVN
AF,BJ,BJ-CO,Savé,SVF
EU,FI,FI-IS,Savonlinna,SVL
NA,US,US-AK,Savoonga,SVA
OC,FJ,FJ-N,Savusavu,SVU
AF,BW,BW-NW,Savuti,SVT
AS,PK,PK-SD,Sawan,RZS
AS,ID,ID-BA,Sawan-Bali Island,RZS
AS,YE,YE-HD,Sayun,GXF
NA,US,US-AK,Scammon Bay,SCM
EU,GB,GB-ENG,Scampton,SQZ
NA,TT,TT-WTO,Scarborough,TAB
NA,CA,CA-QC,Schefferville,YKL
NA,US,US-NY,Schenectady,SCH
EU,DE,DE-BR,Schönhagen,QXH
NA,US,US-CA,Scotts Valley,SRU
NA,US,US-NE,Scottsbluff,BFF
NA,US,US-AZ,Scottsdale,SCF
NA,US,US-PA,Scranton,SCR
NA,US,US-NE,Scribner,SCB
AF,SO,SO-BR,Scusciuban,CMS
NA,US,US-AK,Seal Bay,SYB
NA,US,US-WA,Seattle,BFI
NA,US,US-WA,Seattle,LKE
NA,US,US-WA,Seattle,SEA
AF,BF,BF-SEN,Sebba,XSE
NA,US,US-FL,Sebring,SEF
NA,CA,CA-BC,Sechelt,YHS
AF,ZA,ZA-MP,Secunda,ZEC
NA,US,US-MO,Sedalia,DMO
NA,US,US-AZ,Sedona,SDX
OC,SB,SB-WE,Sege,EGM
AF,CI,CI-14,Seguela,SEO
AF,LS,LS-K,Sehonghong,SHK
OC,PG,PG-MBA,Sehulea,SXH
AS,PK,PK-SD,Sehwan Sharif,SYW
EU,FI,FI-LS,Seinäjoki / Ilmajoki,SJY
AF,LS,LS-H,Sekakes,SKQ
AF,GH,GH-WP,Sekondi-Takoradi,TKD
NA,US,US-AK,Selawik,WLK
OC,PG,PG-WPD,Selbang,SBC
NA,US,US-AK,Seldovia,SOV
AS,SG,SG-02,Seletar,XSP
AF,MR,MR-10,Sélibaby,SEY
NA,US,US-PA,Selinsgrove,SEG
NA,US,US-AL,Selma,SEM
AS,ID,ID-JT,Semarang-Java Island,SRG
AS,MY,MY-13,Sematan,BSE
EU,DE,DE-RP,Sembach,SEX
AF,ET,ET-AF,Semera,SZE
AS,KZ,KZ-VOS,Semey,PLX
AF,LS,LS-A,Semonkong,SOK
AS,MY,MY-12,Semporna,SMM
SA,BR,BR-AC,Sena Madureira,ZMD
AF,ZM,ZM-01,Senanga,SXG
AS,JP,JP-04,Sendai,SDJ
OC,PG,PG-MPM,Sengapi,SGK
AS,ID,ID-PA,Senggeh,SEH
AS,ID,ID-PA,Senggo-Papua Island,ZEG
AS,ID,ID-KI,Senipah,SZH
AF,ML,ML-2,Senou,BKO
AS,KR,KR-44,Seosan,HMY
AS,KR,KR-11,Seoul,GMP
AS,KR,KR-28,Seoul,ICN
OC,PG,PG-ESW,Sepik Plains,SPV
NA,CA,CA-QC,Sept-Îles,YZV
AS,MY,MY-12,Sepulot,SPE
NA,US,US-WA,Sequim,SQV
AS,ID,ID-MA,Seram Island,WBA
AF,TZ,TZ-13,Seronera,SEU
AS,ID,ID-PA,Serui-Japen Island,ZRI
AF,ZM,ZM-01,Sesheke,SJQ
AF,LS,LS-C,Seshutes,SHZ
AF,DZ,DZ-19,Sétif,QSF
AF,GA,GA-8,Sette Cama,ZKM
EU,UA,UA-43,Sevastopol,UKS
NA,US,US-TN,Sevierville,GKT
EU,ES,ES-AN,Sevilla,SVQ
NA,US,US-TN,Sewanee,UOS
NA,US,US-AK,Seward,SWD
NA,US,US-IN,Seymour,SER
AF,TN,TN-61,Sfax,SFA
NA,US,US-AK,Shageluk,SHX
AS,IR,IR-08,Shahrekord,CQD
AF,BW,BW-NW,Shakawe,SWX
AS,RU,RU-SAK,Shakhtersk,EKS
AF,ET,ET-OR,Shakiso,SKR
NA,US,US-AK,Shaktoolik,SKK
NA,CA,CA-MB,Shamattawa,ZTM
AS,BD,BD-6,Shamshernagar,ZHM
AS,TW,TW-X-KM,Shang-I,KNH
AS,CN,CN-31,Shanghai,PVG
AS,CN,CN-31,Shanghai,SHA
AS,CN,CN-36,Shangrao,SQD
AS,CN,CN-53,Shangri-La,DIG
AS,CN,CN-65,Shanshan,SXJ
AS,CN,CN-44,Shantou,SWA
AS,CN,CN-44,Shaoguan,HSC
AS,AF,AF-PKA,Sharana,OAS
AS,AE,AE-SH,Sharjah,SHJ
AS,EG,EG-JS,Sharm el-Sheikh,SSH
AS,CN,CN-42,Shashi,SHS
OC,AU,AU-WA,Shaw River,SWB
NA,US,US-OK,Shawnee,SNL
OC,AU,AU-WA,Shay Gap,SGP
NA,US,US-WI,Sheboygan,SBM
NA,US,US-AK,Sheep Mountain,SMU
AS,AF,AF-BDS,Sheghnan,SGA
NA,US,US-MT,Shelby,SBX
NA,US,US-TN,Shelbyville,SYI
SA,EC,EC-Y,Shell Mera,PTZ
NA,US,US-WA,Shelton,SHN
NA,US,US-AK,Shemya,SYA
AS,CN,CN-42,Shennongjia,HPG
AS,CN,CN-21,Shenyang,SHE
AS,CN,CN-44,Shenzhen,SZX
NA,CA,CA-QC,Sherbrooke,YSC
NA,US,US-WY,Sheridan,SHR
NA,US,US-TX,Sherman/Denison,PNX
EU,GB,GB-SCT,Shetland Islands,SCS
EU,GB,GB-SCT,Shetland Islands,UNT
AS,CN,CN-65,Shihezi,SHF
AS,CN,CN-13,Shijiazhuang,SJW
AS,PK,PK-SD,Shikarpur,SWV
AF,ET,ET-SO,Shilavo,HIL
AS,IN,IN-ML,Shillong,SHL
AS,JP,JP-47,Shimojishima,SHI
AF,TZ,TZ-22,Shinyanga,SHY
AS,CN,CN-54,Shiquanhe,NGQ
AS,JP,JP-30,Shirahama,SHM
AS,IR,IR-14,Shiraz,SYZ
AF,ET,ET-TI,Shire Indasilase,SHC
SA,PE,PE-MDD,Shiringayoc,SYC
NA,US,US-NY,Shirley,WSH
NA,US,US-AK,Shishmaref,SHH
AS,CN,CN-42,Shiyan,WDS
AS,JP,JP-06,Shonai,SYO
NA,US,US-AZ,Show Low,SOW
NA,US,US-LA,Shreveport,DTN
NA,US,US-LA,Shreveport,SHV
NA,US,US-AK,Shungnak,SHG
AS,KZ,KZ-YUZ,Shymkent,CIT
AS,PK,PK-PB,Sialkot,SKT
OC,PG,PG-MPL,Sialum,SXA
AS,PH,PH-U-A,Siasi Island,SSV
OC,PG,PG-MPL,Siassi,SSS
EU,LT,LT-SA,Šiauliai,SQQ
AS,PK,PK-BA,Sibi,SBQ
AF,CG,CG-2,Sibiti,SIB
EU,RO,RO-SB,Sibiu,SBZ
AS,ID,ID-SU,Siborong-Borong,DTB
AS,MY,MY-13,Sibu,SBW
AS,PH,PH-ILI,Sicogon Island,ICO
AF,EG,EG-MT,Sidi Barrani,SQK
AF,DZ,DZ-22,Sidi Bel Abbès,BFW
AF,MA,MA-BAH,Sidi Ifni,SII
NA,US,US-MT,Sidney,SDY
NA,US,US-NE,Sidney,SNY
NA,US,US-NY,Sidney,SXY
AS,KH,KH-17,Siem Reap,REP
EU,IT,IT-52,Siena,SAY
SA,AR,AR-R,Sierra Grande,SGV
EU,UA,UA-09,Sievierodonetsk,SEV
AS,LK,LK-2,Sigiriya,GIU
EU,IS,IS-6,Siglufjörður,SIJ
EU,IT,IT-82,Sigonella (CT),NSY
AF,GN,GN-K,Siguiri,GII
AS,KH,KH-18,Sihanukville,KOS
AS,TR,TR-56,Siirt,SXZ
AF,ML,ML-3,Sikasso,KSS
NA,US,US-MO,Sikeston,SIK
OC,PG,PG-NPP,Sila Mission,SIL
NA,MX,MX-GUA,Silao,BJX
AS,IN,IN-AS,Silchar,IXS
AS,NP,NP-SE,Silgadi Doti,SIH
AS,IN,IN-WB,Siliguri,IXB
EU,BG,BG-19,Silistra,SLS
NA,US,US-AR,Siloam Springs,SLG
OC,PG,PG-NIK,Silur Mission,SWR
NA,US,US-NM,Silver City,SVC
NA,BZ,BZ-SC,Silver Creek,SVK
OC,AU,AU-QLD,Silver Plains,SSP
OC,PG,PG-MPL,Sim,SMJ
AS,NP,NP-NA,Simara,SIF
OC,PG,PG-MPM,Simbai,SIM
OC,PG,PG-NIK,Simberi Island,NIS
AF,SN,SN-TC,Simenti,SMY
EU,UA,UA-43,Simferopol,SIP
AS,KR,KR-41,Simgok-dong,SSN
AS,NP,NP-KA,Simikot,IMK
AS,ID,ID-PA,Sinak,NKD
EU,DK,DK-81,Sindal,CNL
AS,PK,PK-SD,Sindhri,MPD
AS,SG,SG-04,Singapore,SIN
OC,AU,AU-NSW,Singleton,SIX
AS,TR,TR-57,Sinop,NOP
SA,BR,BR-MT,Sinop,OPS
NA,BQ,BQ-U-A,Sint Eustatius,EUX
AS,ID,ID-KB,Sintang-Borneo Island,SQG
EU,CH,CH-VS,Sion,SIR
NA,US,US-IA,Sioux City,SUX
NA,US,US-SD,Sioux Falls,FSD
NA,CA,CA-ON,Sioux Lookout,YXL
AS,MY,MY-12,Sipitang,SPT
AS,ID,ID-SB,Sipora Island,RKO
AF,LY,LY-SR,Sirt,SRX
AF,ZA,ZA-NC,Sishen,SIS
NA,GL,GL-U-A,Sisimiut,JHS
OC,PG,PG-SAN,Sissano,SIZ
AS,MY,MY-08,Sitiawan,SWY
NA,US,US-AK,Sitka,SIT
NA,US,US-AK,Sitkinak Island,SKJ
AS,MM,MM-16,Sittwe,AKY
NA,NI,NI-AN,Siuna,SIU
AS,TR,TR-58,Sivas,VAS
AF,EG,EG-MT,Siwa,SEW
OC,PG,PG-MPL,Siwea,SWE
AS,TR,TR-73,Şırnak,NKT
NA,US,US-AK,Skagway,SGY
AS,PK,PK-NA,Skardu,KDU
SA,GY,GY-EB,Skeldon,SKM
EU,SE,SE-AC,Skellefteå,SFT
EU,GR,GR-43,Skiathos,JSI
AF,DZ,DZ-21,Skikda,SKI
EU,GR,GR-04,Skiros Island,SKU
EU,DK,DK-82,Skive,SQW
EU,DK,DK-82,Skjern / Ringkøbing,STA
EU,MK,MK-004,Skopje,SKP
EU,SE,SE-Q,Skövde,KVB
AF,ZA,ZA-MP,Skukuza,SZK
NA,US,US-AK,Skwentna,SKW
NA,CA,CA-AB,Slave Lake,YZH
NA,US,US-MN,Slayton,NSL
NA,US,US-AK,Sleetmute,SLQ
EU,SK,SK-BC,Sliač,SLD
EU,IE,IE-SO,Sligo,SXL
AF,EH,EH-U-A,Smara,SMW
NA,CA,CA-BC,Smithers,YYD
NA,CA,CA-ON,Smiths Falls,YSH
EU,RU,RU-SMO,Smolensk,LNX
EU,RU,RU-SMO,Smolensk,LNX
NA,US,US-TN,Smyrna,MQY
NA,CA,CA-NT,Snap Lake Mine,YNX
NA,US,US-TX,Snyder,SNK
AF,MG,MG-M,Soalala,DWB
AS,VN,VN-52,Sóc Trăng,SOA
EU,RU,RU-KDA,Sochi,AER
AS,YE,YE-HD,Socotra Islands,SCT
EU,FI,FI-LL,Sodankyla,SOT
AF,ET,ET-OR,Soddu,SXU
EU,SE,SE-X,Söderhamn,SOO
EU,NL,NL-UT,Soesterberg,UTC
EU,BG,BG-23,Sofia,SOF
SA,CO,CO-BOY,Sogamoso,SOX
EU,NO,NO-14,Sogndal,SOG
AF,EG,EG-SHG,Sohag,HMB
AF,NG,NG-SO,Sokoto,SKO
OC,VU,VU-TOB,Sola,SLH
SA,CO,CO-CAQ,Solano,SQF
AS,IN,IN-MM,Solapur,SSE
NA,US,US-AK,Soldotna,SXQ
EU,FR,FR-H,Solenzara,SOZ
NA,MX,MX-ROO,Solidaridad,PCM
SA,CO,CO-MET,Solita,SOH
NA,US,US-AK,Solomon,SOL
EU,RU,RU-ARK,Solovetsky Islands,CSH
AF,ZM,ZM-06,Solwesi,SLI
NA,US,US-KY,Somerset,SME
AS,VN,VN-05,Son-La,SQH
EU,DK,DK-83,Sønderborg,SGD
AS,KP,KP-08,Sŏndŏng-ni,DSO
AF,TZ,TZ-21,Songea,SGX
OC,PG,PG-CPM,Sopu,SPH
EU,NO,NO-19,Sørkjosen,SOJ
AS,ID,ID-SN,Soroako-Celebes Island,SQR
SA,BR,BR-SP,Sorocaba,SOD
AS,ID,ID-PB,Sorong-Papua Island,SOQ
AF,UG,UG-211,Soroti,SRT
SA,BR,BR-MT,Sorriso,SMT
AF,CG,CG-13,Souanke,SOE
EU,GR,GR-94,Souda,CHQ
SA,BR,BR-PA,Soure,SFK
NA,US,US-IN,South Bend,SBN
NA,BS,BS-BI,South Bimini,BIM
NA,CA,CA-MB,South Indian Lake,XSI
NA,US,US-CA,South Lake Tahoe,TVL
OC,AU,AU-QLD,South Molle Island Resort,SOI
NA,US,US-AK,South Naknek,WSN
EU,GB,GB-ENG,Southampton,SOU
EU,GB,GB-ENG,Southend,SEN
AS,RU,RU-KHA,Sovetskaya Gavan,GVN
AS,RU,RU-KHM,Sovetskiy,OVS
AF,BW,BW-CE,Sowa,SXN
AF,AO,AO-ZAI,Soyo,SZA
EU,DE,DE-BE,Spandau,GWW
NA,VG,VG-U-A,Spanish Town,VIJ
NA,US,US-AK,Sparrevohn,SVW
NA,US,US-WI,Sparta,CMY
NA,US,US-IL,Sparta,SAR
NA,US,US-SC,Spartanburg,SPA
EU,GR,GR-16,Sparti,SPJ
NA,US,US-SD,Spearfish,SPF
NA,US,US-IA,Spencer,SPW
NA,US,US-IA,Spirit Lake,RTL
EU,HR,HR-17,Split,SPU
NA,US,US-WA,Spokane,GEG
NA,US,US-WA,Spokane,SFF
NA,US,US-WA,Spokane,SKA
AS,MY,MY-12,Spratley Islands,LAC
NA,BS,BS-AC,Spring Point,AXP
AF,ZA,ZA-NC,Springbok,SBU
NA,US,US-AR,Springdale,SPZ
NA,US,US-MO,Springfield,SGF
NA,US,US-OH,Springfield,SGH
NA,US,US-IL,Springfield,SPI
NA,US,US-VT,Springfield,VSF
NA,US,US-MA,Springfield/Chicopee,CEF
OC,AU,AU-WA,Springvale,ZVG
NA,CA,CA-BC,Squamish,YSE
EU,RU,RU-SA,Srednekolymsk,SEK
AS,MY,MY-13,Sri Aman,SGG
AS,IN,IN-JK,Srinagar,SXR
NA,US,US-FL,St Augustine,UST
NA,CA,CA-ON,St Catharines,YCM
NA,US,US-MN,St Cloud,STC
AF,RE,RE-U-A,St Denis,RUN
NA,US,US-UT,St George,SGU
NA,US,US-AK,St George,STG
NA,CA,CA-QC,St Jean,YJN
NA,US,US-AZ,St Johns,SJN
NA,US,US-MO,St Joseph,STJ
NA,CA,CA-NB,St Leonard,YSL
NA,US,US-MO,St Louis,STL
NA,US,US-MO,St Louis,SUS
NA,US,US-AK,St Mary's,KSM
NA,US,US-PA,St Marys,STQ
NA,US,US-AK,St Michael,SMK
NA,US,US-MN,St Paul,STP
NA,US,US-AK,St Paul Island,SNP
NA,US,US-FL,St Petersburg-Clearwater,PIE
AF,RE,RE-U-A,St Pierre,ZSE
NA,CA,CA-ON,St Thomas,YQS
NA,CA,CA-QC,St-Augustin,YIF
NA,GP,GP-U-A,St-François,SFC
EU,GB,GB-SCT,St. Andrews,ADX
NA,CA,CA-NL,St. Anthony,YAY
NA,AG,AG-03,St. George,ANU
EU,GB,GB-ENG,St. Ives,QUY
NA,CA,CA-NL,St. John's,YYT
NA,CA,CA-NL,St. Lewis,YFX
EU,GB,GB-ENG,St. Mary's,ISC
NA,CA,CA-AB,St. Paul,ZSP
EU,RU,RU-SPE,St. Petersburg,LED
EU,RU,RU-LEN,St. Petersburg,RVH
NA,CA,CA-MB,St. Theresa Point,YST
EU,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",SPC
SA,FK,FK-U-A,Stanley,PSY
NA,US,US-MN,Stanton,SYN
OC,SB,SB-MK,Star Harbor,NAZ
EU,BG,BG-24,Stara Zagora,SZR
NA,US,US-PA,State College,SCE
NA,US,US-GA,Statesboro,TBR
NA,US,US-NC,Statesville,SVH
NA,US,US-VA,Staunton/Waynesboro/Harrisonburg,SHD
EU,NO,NO-11,Stavanger,SVG
EU,GB,GB-ENG,Staverton,GLO
EU,RU,RU-STA,Stavropol,STW
NA,US,US-AK,Steamboat Bay,WSB
NA,US,US-CO,Steamboat Springs,SBS
NA,US,US-AK,Stebbins,WBB
NA,BS,BS-LI,Stella Maris,SML
OC,AU,AU-QLD,Stephens Island,STF
NA,US,US-TX,Stephenville,SEP
NA,CA,CA-NL,Stephenville,YJT
NA,US,US-CO,Sterling,STK
NA,US,US-IL,Sterling/Rockfalls,SQI
NA,US,US-WI,Stevens Point,STE
NA,US,US-AK,Stevens Village,SVS
NA,CA,CA-BC,Stewart,ZST
NA,US,US-OK,Stillwater,SWO
OC,SB,SB-WE,Stirling Island,MNY
EU,SE,SE-AB,Stockholm,ARN
EU,SE,SE-AB,Stockholm,BMA
OC,PG,PG-EBR,Stockholm,SMP
EU,SE,SE-D,Stockholm / Nyköping,NYO
EU,SE,SE-U,Stockholm / Västerås,VST
NA,US,US-CA,Stockton,SCK
